Algoritmo,Porcentaje Inicial,Duracion,Accuracy,Precision,Recall,F1-score,Evaluaciones Realizadas,Porcentaje Final,Porcentaje Paper,Porcentaje Rock,Porcentaje Scissors
aleatorio,1.0,0:02:34.920891,0.7876344086021505,0.8219813482349645,0.7876344086021505,0.7836265968444951,1,1.0,0.33333334,0.33333334,0.33333334
aleatorio,0.1,0:33:31.333762,0.8306451612903226,0.8537327221273708,0.8306451612903226,0.8273086580351353,100,0.1,0.33730158,0.32936507,0.33333334
aleatorio,0.25,1:07:22.159033,0.7956989247311828,0.8140910366214399,0.7956989247311828,0.7903349401902152,100,0.25,0.36349207,0.3,0.33650795
aleatorio,0.5,2:03:51.450969,0.8198924731182796,0.8303889074470244,0.8198924731182796,0.8086480569239191,100,0.5,0.31825396,0.33253968,0.34920636
aleatorio,0.75,3:01:20.390070,0.8198924731182796,0.8335053158223891,0.8198924731182796,0.8114019078669453,100,0.75,0.33597884,0.32910052,0.33492064
busqueda local,0.1,0:32:39.851305,0.8333333333333334,0.8398592459147651,0.8333333333333334,0.8254354792453771,100,0.1,0.33333334,0.3015873,0.36507937
busqueda local,0.25,1:07:11.435305,0.8198924731182796,0.8299505157471615,0.8198924731182796,0.8160465773738086,100,0.25,0.33492064,0.33174604,0.33333334
busqueda local,0.5,2:03:32.855564,0.8306451612903226,0.8418513072920174,0.8306451612903226,0.8221276984261251,100,0.5,0.32063493,0.33968255,0.33968255
busqueda local,0.75,3:00:54.090407,0.8198924731182796,0.8358669204871537,0.8198924731182796,0.8150530730952974,100,0.75,0.32645503,0.33756614,0.33597884
genetico,0.1,0:32:35.581034,0.8387096774193549,0.8376678876678877,0.8387096774193549,0.834508241779512,100,0.1,0.30555555,0.3015873,0.39285713
genetico,0.25,1:07:02.014023,0.8306451612903226,0.8335823114083983,0.8306451612903226,0.8237455466079716,100,0.25,0.31269842,0.2825397,0.4047619
genetico,0.5,2:07:23.214088,0.8306451612903226,0.8433394160583941,0.8306451612903226,0.820937570430471,100,0.5,0.30476192,0.33650795,0.35873017
genetico,0.75,3:04:31.075481,0.8145161290322581,0.8256321452141449,0.8145161290322581,0.8089279955437308,100,0.75,0.34021163,0.32380953,0.33597884
memetico,0.1,0:32:36.770800,0.8387096774193549,0.844047619047619,0.8387096774193549,0.8351411881128408,100,0.1,0.32142857,0.3452381,0.33333334
memetico,0.25,1:06:11.810866,0.8333333333333334,0.8388455854309688,0.8333333333333334,0.8272946859903382,100,0.25,0.31904763,0.33333334,0.34761906
memetico,0.5,2:04:16.323847,0.8333333333333334,0.8401449275362319,0.8333333333333334,0.8274207942882641,100,0.5,0.32460317,0.32460317,0.35079366
memetico,0.75,3:02:29.714303,0.8252688172043011,0.8403713638749527,0.8252688172043011,0.8211327317215286,100,0.75,0.33597884,0.33597884,0.32804233
genetico2,0.1,0:32:01.600338,0.8360215053763441,0.8370356509280101,0.8360215053763441,0.8298723649784621,100,0.1,0.34920636,0.28968254,0.3611111
genetico2,0.25,1:06:58.882924,0.8387096774193549,0.8395869933734011,0.8387096774193549,0.8341083043306409,100,0.25,0.3,0.33015874,0.36984128
genetico2,0.5,2:02:51.429022,0.8333333333333334,0.8388738163274212,0.8333333333333334,0.826001304788092,100,0.5,0.31587303,0.32777777,0.3563492
genetico2,0.75,3:02:06.903834,0.8225806451612904,0.8348571031497861,0.8225806451612904,0.8169222054245697,100,0.75,0.32592592,0.33597884,0.33809525
genetico3,0.1,0:32:15.109254,0.8521505376344086,0.8538907008770021,0.8521505376344086,0.8479656084656084,100,0.1,0.30555555,0.3452381,0.34920636
genetico3,0.25,1:06:52.371951,0.8360215053763441,0.8417823072002985,0.8360215053763441,0.8321625733882467,100,0.25,0.34444445,0.2952381,0.36031747
genetico3,0.5,2:05:21.768800,0.8333333333333334,0.8388738163274212,0.8333333333333334,0.826001304788092,100,0.5,0.31587303,0.32777777,0.3563492
genetico3,0.75,2:57:35.234937,0.8225806451612904,0.8348571031497861,0.8225806451612904,0.8169222054245697,100,0.75,0.32592592,0.33597884,0.33809525
